id,name,x,y,lon,lat,context,picture,price,time,link
24,济南融创文旅城,13047052.863502873,4393480.763384858,117.20367,36.671963,济南融创文旅城，主题乐园与度假村结合，适合家庭出游，体验各种游乐设施，感受现代娱乐的魅力，适合亲子游，增长知识，开阔视野。,https://p0.meituan.net/ugcpic/34ef9eebf26e8ea09863642f8d135989%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,平日及周末 10:00–20:00，节假日 10:00–22:00,https://you.ctrip.com/sight/jinan128/5715136.html?scene=online
25,九如山艺文小镇,13056542.8723569,4370078.2312596515,117.2889202,36.50316079,九如山艺文小镇，制造浪漫，创造惊喜，自然景观与人文景观相结合，适合情侣和家庭出游，感受自然与文化的融合，体验浪漫与惊喜。,http://p0.meituan.net/tdctraveldark/9a8ca7bef2c493789baeced1ce4843e32625023.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,￥158,08:00–17:00,https://you.ctrip.com/sight/jinan128/134048557.html?scene=online
26,秘境石崮寨,13020506.170574931,4372924.138380463,116.965197,36.523708,秘境石崮寨，被誉为“济南第一崮”，自然山水丰富，适合登山踏青，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,http://p0.meituan.net/tdctraveldark/663a32773cd5b08bde357c3ee55ee4655197307.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,入园时间：08:00–17:00；停止检票时间：16:00,https://you.ctrip.com/sight/jinan128/5717851.html?scene=online
27,藏龙涧,13036957.410202323,4384575.3686896,117.112981,36.607772,藏龙涧，当地人徒步的好地方，自然山水丰富，适合户外爱好者，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,https://p0.meituan.net/ugcpic/a519263a648a6b4442a00689c62db107%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,07:00–18:00,https://you.ctrip.com/sight/jinan128/5137362.html?scene=online
28,珍珠泉,13027896.448929714,4393712.962569149,117.031585,36.673636,珍珠泉，池底涌出如珍珠般白色气泡，自然景观优美，适合家庭出游，感受泉水的独特魅力，欣赏古建筑的宁静与祥和。,https://p0.meituan.net/ugcpic/dff2cb9dcb844f5ebf1a83b57e7b6e05%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,09:00–18:00,https://you.ctrip.com/sight/jinan128/4974.html?scene=online
29,济南方特东方神画,13010894.389329925,4398320.0083589405,116.8788529,36.70682234,济南方特东方神画，非遗文化特色主题乐园，适合家庭出游，体验各种游乐设施，感受传统文化的魅力，适合亲子游，增长知识，开阔视野。,http://p0.meituan.net/tdctraveldark/2d9e1cf2f2b55afe1e48fa416b3dc6d43299405.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,￥280,旺季（四月至六月、九月至十月）：平日（周一至周五）：10:00—17:00；周末（周六至周日）：09:30—17:30；7月和8月：09:30—17:00；平季（十一月至三月）：09:30—17:00；节假日（元旦、春节、清明节、劳动节、端午节、中秋节、国庆节）：09:00—21:00,https://you.ctrip.com/sight/jinan128/1697161.html?scene=online
30,印象济南·星河高空漂流,13013570.743659526,4394657.494853281,116.902895,36.680441,，高空漂流体验，自然景观与人文景观相结合，适合冒险爱好者，感受刺激与乐趣，欣赏美丽的自然风光，体验现代与传统的融合。,http://p0.meituan.net/tdctraveldark/97c08975debc9ea1c864c65ff9c09d164060757.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,周一至周五：11:00–22:00；周六至周日：10:00–23:00,https://you.ctrip.com/sight/jinan128/140844396.html?scene=online
31,老舍纪念馆,13026090.490566675,4391375.549516286,117.0153618,36.65679323,老舍纪念馆，纪念文学巨匠老舍，历史文化底蕴深厚，自然景观与人文景观相结合，适合文化爱好者，感受文学的魅力，欣赏古建筑的宁静与祥和。,http://p0.meituan.net/poipicadd/2cc5d3d9b16c425a5554936e81b70a101139970.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,周二至周日 9:00–17:00（16:30停止入馆），周一闭馆,https://you.ctrip.com/sight/jinan128/5718675.html?scene=online
32,泉城广场,13026738.102836315,4392051.56990502,117.0211794,36.66166483,泉城广场，济南市显著标识，地标观景，自然景观与人文景观相结合，适合家庭出游，感受城市的繁华，欣赏美丽的夜景，体验现代与传统的融合。,https://p0.meituan.net/ugcpic/ab4a5de753359b7f6a574f4d068c6dab%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全天开放,https://you.ctrip.com/sight/jinan128/56525.html?scene=online
33,山东省科技馆(新馆),13014872.068506898,4393476.738458457,116.914585,36.671934,山东省科技馆，科技馆，自然景观与人文景观相结合，适合家庭出游，体验科技的魅力，增长知识，开阔视野，感受现代科技与传统文化的融合。,https://p0.meituan.net/ugcpic/8e0a3bc0d92860c9fb87892994069cdc%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,每周三至周日运行，周一、周二闭馆。具体时间：09:00–16:30，16:00停止检票入馆。,https://you.ctrip.com/sight/jinan128/136019843.html?scene=online
34,于家桥,13095141.54769168,4401396.704525489,117.635658,36.728977,于家桥，历史建筑，自然景观与人文景观相结合，适合文化爱好者，感受老济南的韵味，欣赏古建筑的宁静与祥和。,https://p0.meituan.net/ugcpic/b6a522a4521493b0f78d0aefa22ca788%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全天开放,https://you.ctrip.com/sight/jinan128/130369148.html?scene=online
35,印象济南·泉世界,13014244.616197044,4394600.331965951,116.9089485,36.68002918,印象济南·泉世界，特色展馆，自然景观与人文景观相结合，适合家庭出游，感受城市的繁华，欣赏美丽的夜景，体验现代与传统的融合。,https://p0.meituan.net/ugcpic/1371c651409d29892e054b0249f4b6c2%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,10:00–20:00,https://you.ctrip.com/sight/jinan128/69501238.html?scene=online
36,四门塔风景区,13039381.325322652,4363008.063731877,117.1347554,36.45209117,四门塔风景区，中国现存的隋代石塔，历史建筑，自然景观与人文景观相结合，适合文化爱好者，感受宗教文化的深厚底蕴，欣赏古建筑的宁静与祥和。,http://p0.meituan.net/hoteltdc/61fcda1e8a2237c8da85b2183afb9ff51269740.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,￥30,07:30–17:30。停止入场时间：17:00。停止售票时间：17:20,https://you.ctrip.com/sight/jinan128/20918.html?scene=online
37,开元寺遗址,13022513.071750797,4370176.783491041,116.9832253,36.50387242,开元寺遗址，历史建筑，自然景观与人文景观相结合，适合文化爱好者，感受宗教文化的深厚底蕴，欣赏古建筑的宁静与祥和。,http://p0.meituan.net/hoteltdc/ddca1eff64540ca12ce4094f8450076d53259.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,09:00–17:00,https://you.ctrip.com/sight/jinan128/1831463.html?scene=online
38,浆水泉风景区,13032704.38226487,4387350.314365887,117.0747754,36.62777983,浆水泉风景区，自然景观优美，适合登山踏青，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,https://p0.meituan.net/ugcpic/c51d6d165bb9deefe903dca279bea32e%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,05:00–22:30,https://you.ctrip.com/sight/jinan128/144133817.html?scene=online
39,黄金谷山水画廊,13032993.85746873,4388235.150902974,117.0773758,36.63415856,黄金谷山水画廊，奇山、奇石、奇泉随处可见，自然景观丰富，适合登山踏青，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,http://p0.meituan.net/tdctraveldark/074234e962656b5c58b36dea98b2b238884966.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全年周一至周五：08:30–17:30。全年周六至周日：08:30–18:30。中国法定节假日：08:30–18:30,https://you.ctrip.com/sight/jinan128/1831354.html?scene=online
40,灵鹫寺,13050551.434723422,4391646.116283002,117.2350982,36.65874305,灵鹫寺，历史建筑，自然景观与人文景观相结合，适合文化爱好者，感受宗教文化的深厚底蕴，欣赏古建筑的宁静与祥和。,http://p1.meituan.net/hoteltdc/9e97954dc8e80c1640903cce1dc86f62398903.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,08:00–18:00,https://you.ctrip.com/sight/jinan128/90498204.html?scene=online
41,融汇济南老商埠,13023538.090490073,4392104.877922343,116.9924332,36.66204897,融汇济南老商埠，了解老济南的历史文化，城市漫步，自然景观与人文景观相结合，适合文化爱好者，感受老济南的韵味，欣赏古建筑的宁静与祥和。,https://p0.meituan.net/ugcpic/2da18515813ffa3d3860f6d5eeddc43b%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全天开放,https://you.ctrip.com/sight/jinan128/4733367.html?scene=online
42,跑马岭森林部落,13049010.561463809,4360294.947963425,117.2212563,36.43248471,跑马岭森林部落，自然景观丰富，适合登山踏青，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,http://p0.meituan.net/tdctraveldark/23167f4bdd98cb3ef4bd41866539d4954604818.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,周一至周五：09:00–16:30，15:30停止售检票。周末及节假日：09:00–17:00，16:00停止售检票。,https://you.ctrip.com/sight/jinan128/145527548.html?scene=online
43,数字济南体验馆,13037235.374970833,4395207.45794097,117.115478,36.684403,数字济南体验馆，科技馆，自然景观与人文景观相结合，适合家庭出游，体验科技的魅力，增长知识，开阔视野，感受现代科技与传统文化的融合。,http://p0.meituan.net/tdctraveldark/fb8609dd4997558fba71f6148ec6ec0a10376348.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,￥15,周二至周日09:00–17:00,https://you.ctrip.com/sight/jinan128/149854789.html?scene=online
44,百花洲,13027136.882648183,4393381.500814957,117.0247617,36.6712478,百花洲，休闲街区，自然景观与人文景观相结合，适合文化爱好者，感受老济南的韵味，欣赏古建筑的宁静与祥和。,http://p0.meituan.net/hoteltdc/0cb8112f05a4a0f2fc42257290a9589a186022.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全天开放,https://you.ctrip.com/sight/jinan128/5552414.html?scene=online
45,济南市环城公园,13027520.033203546,4392134.336634682,117.0282036,36.66226125,济南市环城公园，园林建筑优美典雅，自然景观与人文景观相结合，适合家庭出游，感受城市的绿肺，享受自然的宁静。,http://p1.meituan.net/travel/493b2b330f075df385e02e8f60b104b0114681.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全天开放,https://you.ctrip.com/sight/jinan128/56569.html?scene=online
46,茂岭山山体公园,13034897.22038621,4393951.690245834,117.094474,36.675356,茂岭山山体公园，自然景观优美，适合登山踏青，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,https://p0.meituan.net/ugcpic/48f4e2e270df72f289e6daca1b69e6f5%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,全天开放,https://you.ctrip.com/sight/jinan128/145722816.html?scene=online
47,腾蛟泉,13027124.44826106,4393085.531178562,117.02465,36.66911526,腾蛟泉，自然景观优美，适合登山踏青，感受自然与历史的融合，欣赏美丽的自然风光，体验户外活动的乐趣。,http://p0.meituan.net/travel/0d5e7518bc5acfab030c4afff1d0bfd5116307.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,08:00–20:00,https://you.ctrip.com/sight/jinan128/1700956.html?scene=online
48,秋柳诗社,13028209.701976804,4394665.545597756,117.034399,36.680499,秋柳诗社，纪念清代诗人王士祯，历史文化底蕴深厚，自然景观与人文景观相结合，适合文化爱好者，感受文学的魅力，欣赏古建筑的宁静与祥和。,http://p0.meituan.net/tdctraveldark/52f790f52f464d596ff728e1faeb2c99361943.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,08:00–18:00，17:30停止售票,https://you.ctrip.com/sight/jinan128/1697457.html?scene=online
49,华阳宫,13058151.81748513,4413377.7150159385,117.3033736,36.8151889,华阳宫，济南知名道教宫观之一，历史建筑，自然景观与人文景观相结合，适合文化爱好者，感受宗教文化的深厚底蕴，欣赏古建筑的宁静与祥和。,http://p1.meituan.net/poipicadd/faca4976d8c461edf66720b8133dac2d1147569.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,08:00–17:00,https://you.ctrip.com/sight/jinan128/56531.html?scene=online
50,中山公园,13013391.452487653,4437246.387772043,116.9012844,36.98665183,中山公园，休闲广场，自然景观与人文景观相结合，适合家庭出游，感受城市的繁华，享受自然的宁静，体验现代与传统的融合。,http://p1.meituan.net/poipicadd/be89e969c6bc1feafba034fd26d829ac1023219.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,免费,05:30–21:30,https://you.ctrip.com/sight/jinan128/114881.html?scene=online
51,李清照故居,13083812.451794155,4399821.894049043,117.533887,36.71763791,李清照故居是宋代才女李清照的出生地。这里古朴典雅，承载着她的才情与传奇，是感受易安居士婉约词风与家国情怀的绝佳之地。彰显“泉城文化”，体验济南舜耕文化。,https://kimi-img.moonshot.cn/webimg2/p1.ssl.qhimg.com/a54aa813a6a7a63e7d86a5c6cf6384444d400165,明水古城门票,09:00–22:00,https://you.ctrip.com/sight/jinan128/50622.html?renderPlatform=#ctm_ref=www_hp_bs_lst
